id,query,road,house_number
5135000170,"47.5709,-122.406",Hillcrest Avenue Southwest,3701
8155500020,"47.6225,-122.108",173rd Avenue Northeast,1406
2597501190,"47.2846,-122.192",Forest Ridge Drive Southeast,2750
5288200225,"47.5602,-122.378",36th Avenue Southwest,4727
6189200050,"47.6347,-122.173",Northeast 28th Street,12497
6664900470,"47.2911,-122.353",14th Place Southwest,34646
7954300460,"47.5212,-122.192",Monterey Court Northeast,3301
8018600655,"47.4889,-122.317",South 128th Street,1216
2508000020,"47.6938,-122.356",Greenwood Avenue North,8745
1424059130,"47.567,-122.124",Southeast 44th Way,16136
7856660130,"47.5686,-122.154",Southeast 44th Street,14060
5302400080,"47.7363,-122.254",66th Court Northeast,15014
3026059368,"47.7153,-122.221",Northeast 127th Place,9018
3275910020,"47.3503,-122.291",33rd Avenue South,28004
2229900020,"47.7676,-122.339",North 192nd Street,1639
7748000020,"47.684,-122.376",Mary Avenue Northwest,7523
7457000005,"47.6851,-122.395",29th Avenue Northwest,7709
9268200285,"47.6977,-122.365",7th Avenue Northwest,9257
1328330780,"47.4405,-122.134",Southeast 179th Street,15509
7806450190,"47.465,-122.123",163rd Court Southeast,15315
626400020,"47.7406,-122.07",Northeast 155th Street,19960
5416510920,"47.3601,-122.035",229th Place Southeast,26920
3330500345,"47.5532,-122.28",South Brandon Street,4219
3885801190,"47.6838,-122.212",10th Avenue West,335
1035000007,"47.5145,-122.27",51st Avenue South,9686
1471701470,"47.4608,-122.065",206th Avenue Southeast,15715
7519000225,"47.6839,-122.361",Northwest 76th Street,307
1433290010,"47.7769,-122.253",66th Avenue Northeast,20323
1223049150,"47.4893,-122.229",South 126th Place,8225
5198600010,"47.3139,-122.212",6th Place Northeast,1305
4310703070,"47.6971,-122.341",Interlake Avenue North,9239
6154900005,"47.7042,-122.371",12th Avenue Northwest,10328
3541700170,"47.478,-122.358",17th Avenue Southwest,13843
952001495,"47.5668,-122.383",40th Avenue Southwest,4055
8122600020,"47.5384,-122.37",29th Avenue Southwest,7127
3579700080,"47.7333,-122.246",Northeast 145th Street,7055
2769602140,"47.6753,-122.363",5th Avenue Northwest,6237
5152920170,"47.3427,-122.325",8th Avenue South,28825
3226049530,"47.6945,-122.33",Corliss Avenue North,9028 B
4017050020,"47.3746,-122.026",Southeast 253rd Place,23526
3982700250,"47.689,-122.196",17th Avenue,705
2523069134,"47.4579,-121.981",Southeast 160th Street,26919
7281300010,"47.7735,-122.386",Northwest 198th Street,2234
3396800280,"47.7159,-122.1",179th Avenue Northeast,12978
7234600851,"47.6105,-122.309",18th Avenue,905
7418000020,"47.479,-122.132",156th Avenue Southeast,13806
7548300170,"47.589,-122.313",Cherrylane Place South,1543
1446300020,"47.7742,-122.166",Northeast 202nd Place,13017
4385700425,"47.6364,-122.28",41st Avenue East,1857
16000545,"47.3098,-122.209",2nd Street Northeast,1520
7996720050,"47.7152,-122.342",Stone Avenue North,11760
8691310840,"47.589,-121.983",Southeast 22nd Way,26665
4309700130,"47.508,-122.113",172nd Court Southeast,10516
5100401060,"47.6919,-122.313",Northeast 88th Street,1249
1180002580,"47.4976,-122.225",South 117th Place,8514
3379100130,"47.6935,-122.112",171st Avenue Northeast,10407
8645900080,"47.4487,-121.981",Southeast 170th Street,27005
7569500010,"47.5893,-122.165",NA,NA
8026200080,"47.5147,-122.193",Monterey Avenue Northeast,2441
5101404555,"47.6971,-122.317",Northeast 94th Street,1012
9432900250,"47.2089,-122.011",Lois Lane,3233
3995700250,"47.7397,-122.3",Northeast 153rd Street,2648
2574900080,"47.5591,-122.229",Forest Avenue Southeast,8108
8731982630,"47.3192,-122.385",41st Avenue Southwest,31510
2968800660,"47.459,-122.355",16th Avenue Southwest,16014
2872900010,"47.6256,-122.036",Northeast 18th Place,22732
1118000080,"47.6308,-122.287",Broadmoor Drive East,1305
8923600185,"47.676,-122.272",52nd Avenue Northeast,6503
1725059252,"47.6585,-122.186",116th Avenue Northeast,5625
3818700190,"47.7642,-122.264",61st Avenue Northeast,18674
5125400305,"47.33,-122.22",26th Street Northeast,808
4232400010,"47.6246,-122.312",East Mercer Street,1510
5100402606,"47.6934,-122.321",Northeast 89th Street,546
3876300080,"47.7256,-122.18",Northeast 140th Street,12009
1246700050,"47.6934,-122.163",Northeast 104th Street,13354
1837010010,"47.7694,-122.367",Northwest 193rd Street,808
1328320280,"47.4445,-122.123",163rd Place Southeast,17517
5468760050,"47.3678,-122.124",Southeast 261st Court,16314
5556300114,"47.6479,-122.12",Northeast 43rd Court,16502
2316800020,"47.4922,-122.141",Orcas Avenue Northeast,612
7133300675,"47.5897,-122.314",15th Avenue South,1505
751000020,"47.7091,-122.292",34th Avenue Northeast,11020
3578400670,"47.6223,-122.043",Northeast 13th Place,22165
2767603890,"47.6722,-122.389",Northwest 60th Street,2431
9477000190,"47.7332,-122.192",112th Avenue Northeast,14506
2268000500,"47.2738,-122.3",South 365th Place,2555
7202271060,"47.6872,-122.036",228th Terrace Northeast,9818
7852020080,"47.5342,-121.866",Heather Avenue Southeast,7422
3298400470,"47.6253,-122.119",166th Avenue Northeast,1687
8854000010,"47.7477,-122.217",Valhalla Way,9302
1624059093,"47.5621,-122.168",Southeast 46th Lane,12903
8564950280,"47.7735,-122.227",84th Place Northeast,20118
7853230460,"47.5302,-121.849",Cortland Avenue Southeast,7801
1796350080,"47.3675,-122.095",185th Place Southeast,26119
9477200460,"47.7308,-122.19",113th Avenue Northeast,14325
7972601995,"47.5276,-122.346",8th Avenue Southwest,8421
1454100440,"47.7249,-122.287",39th Avenue Northeast,13205
2558690130,"47.7213,-122.171",Northeast 134th Place,12632
8682310470,"47.7092,-122.015",243rd Terrace Northeast,12392
3876000440,"47.7249,-122.187",116th Avenue Northeast,13911
4137070440,"47.2622,-122.212",NA,NA
2391602500,"47.562,-122.393",48th Avenue Southwest,4530
8632100010,"47.7294,-122.329",1st Avenue Northeast,13727
3034200426,"47.7161,-122.33",North 120th Street,2332
5078400190,"47.623,-122.205",102nd Avenue Northeast,1409
1450100420,"47.2891,-122.221",Cedar Drive Southeast,604
1853500290,"47.4435,-122.274",South 177th Court,4873
8133700020,"47.6695,-122.36",Northwest 56th Street,223
723059073,"47.4916,-122.224",South 124th Street,8539
2374200005,"47.7607,-122.209",Northeast 183rd Street,NA
7420200050,"47.6908,-122.169",Northeast 101st Place,12833
7211350130,"47.6462,-121.909",Regal Avenue Northeast,4194
7802900500,"47.5244,-121.842",374th Place Southeast,8439
8081900101,"47.6796,-122.402",Northwest 70th Street,3414
9510300130,"47.4761,-121.723",Southeast 137th Street,46280
8582010290,"47.5504,-122.077",Pinecone Drive Northwest,2700
4023500352,"47.7609,-122.297",Northeast 182nd Street,2961
9482700440,"47.6831,-122.343",Winona Avenue North,7434
6117502455,"47.4319,-122.339",Southwest 191st Street,217
2791500020,"47.2917,-122.373",Southwest 346th Place,3030
5643600351,"47.3102,-122.023",Morgan Drive,32503
4059400585,"47.5013,-122.244",Crestwood Drive South,11257
9285800585,"47.5705,-122.376",35th Avenue Southwest,3722
5727500561,"47.7503,-122.334",North 167th Street,2181
8682310430,"47.7088,-122.015",Big Leaf Way NE,12350
3782760170,"47.734,-121.965",279th Lane Northeast,14800
1925059073,"47.638,-122.213",Northeast 30th Place,9446
6891800500,"47.768,-122.259",Northeast 193rd Court,6237
4319200605,"47.5369,-122.378",36th Avenue Southwest,7312
6117500460,"47.4396,-122.353",Normandy Terrace Southwest,18051
522079022,"47.4188,-121.949",298th Avenue Southeast,20505
3066410080,"47.631,-122.042",Northeast 23rd Street,22280
4137000280,"47.2622,-122.219",Mill Pond Loop,5124
2767600920,"47.6751,-122.379",17th Avenue Northwest,6323
7972601680,"47.5278,-122.343",6th Avenue Southwest,8415
1725059136,"47.6491,-122.201",Northeast 43rd Street,10428
4037000080,"47.6034,-122.122",164th Avenue Southeast,NA
3580900290,"47.7304,-122.24",75th Avenue Northeast,14216
7527410080,"47.5916,-122.076",Southeast 21st Street,19792
2653000005,"47.6413,-122.357",Queen Anne Avenue North,2461
3028200080,"47.4808,-122.315",14th Avenue South,13612
4218400005,"47.6629,-122.269",55th Avenue Northeast,4557
4058802335,"47.5034,-122.245",Crestwood Drive South,11023
2487200680,"47.5185,-122.392",46th Avenue Southwest,9342
1950900005,"47.3756,-122.297",29th Avenue South,25205
6647400250,"47.722,-122.194",Northeast 135th Place,11002
9407000920,"47.4452,-121.77",428th Place Southeast,17135
8617000020,"47.5947,-122.134",Southeast 18th Street,15418
1193000190,"47.6499,-122.391",Whalley Place West,3237
7443000480,"47.6513,-122.368",West Emerson Street,673
2557000380,"47.2986,-122.372",29th Court Southwest,33749
4450700010,"47.7628,-122.162",Northeast 186th Street,13298
1236300307,"47.6863,-122.189",Northeast 95th Street,11235
3422059249,"47.3528,-122.146",Southeast 278th Street,14625
9476200290,"47.491,-122.188",Bronson Place Northeast,553
3812400898,"47.5396,-122.276",South Frontenac Street,4447
5422420470,"47.2895,-122.352",13th Court Southwest,34812
2492200280,"47.5352,-122.38",Southwest Austin Street,3714
4331000130,"47.4753,-122.342",6th Avenue Southwest,14235
6073500190,"47.697,-122.39",26th Avenue Northwest,9233
9522300010,"47.6995,-122.228",84th Place Northeast,10933
3629910470,"47.5513,-121.994",Northeast Logan Street,3063
1250200285,"47.5978,-122.299",26th Avenue South,509
1509700050,"47.3834,-122.168",130th Avenue Southeast,24330
2045800006,"47.5078,-122.236",Dixon Drive South,10498
2171400199,"47.4939,-122.256",62nd Avenue South,12060
2123049502,"47.4727,-122.297",South 146th Street,2730
284000095,"47.502,-122.385",Arroyo Beach Place Southwest,11201
5652600427,"47.6973,-122.295",Northeast 95th Street,3019
7202330470,"47.6819,-122.036",225th Way Northeast,9101
6131600255,"47.323,-122.216",17th Street Northeast,1031
7853301660,"47.5427,-121.887",NA,NA
9211010440,"47.4956,-122.151",Hoquiam Place Northeast,787
1423900080,"47.4558,-122.177",Southeast 164th Street,12227
2215901190,"47.3542,-122.055",Southeast 277th Street,21438
251100020,"47.712,-122.229",Northeast 124th Street,8410
3395041206,"47.5401,-122.293",30th Avenue South,6918
224069169,"47.5882,-122.01",Southeast 24th Street,24700
3365901435,"47.475,-122.258",Interurban Avenue South,14301
7689600630,"47.4886,-122.246",South 128th Street,7002
3158500290,"47.3551,-122.054",Southeast 275th Court,21565
7189800095,"47.709,-122.35",Fremont Avenue North,11008
7202270440,"47.686,-122.036",Northeast 97th Place,22829
3501600114,"47.6937,-122.361",3rd Avenue Northwest,8903
8097000250,"47.321,-122.185",117th Place Southeast,31432
9542830430,"47.366,-122.017",243rd Place Southeast,26215
6012500170,"47.6674,-122.279",Northeast 54th Street,4507
7217400895,"47.6109,-122.302",24th Avenue,927
2651100050,"47.7233,-122.221",Northeast 137th Place,9003
2212200050,"47.3944,-122.187",116th Avenue Southeast,23119
7922900460,"47.586,-122.117",Southeast 27th Street,16782
8925100440,"47.6819,-122.272",52nd Avenue Northeast,7319
259800680,"47.629,-122.117",Northeast 21st Street,16752
271200130,"47.3444,-122.304",South 287th Street,2226
3760500280,"47.6982,-122.231",Northeast Juanita Drive,8247
5315100277,"47.5894,-122.243",72nd Avenue Southeast,2386
9265410010,"47.2587,-122.253",Glacier Avenue South,615
8731800840,"47.3122,-122.369",Southwest 323rd Street,2714
7579200715,"47.5586,-122.383",40th Avenue Southwest,4823
9485300010,"47.3877,-122.171",127th Place Southeast,23902
1652500010,"47.6354,-122.221",Northeast 28th Street,9003
4059400190,"47.5001,-122.242",Woodley Avenue South,11424
8965510190,"47.5662,-122.108",175th Place Southeast,4482
7100000250,"47.5066,-122.377",Southwest 108th Street,3522
2541100010,"47.7115,-122.239",76th Court Northeast,12362
7732410130,"47.6594,-122.144",147th Avenue Northeast,5720
7889600285,"47.4938,-122.337",2nd Avenue Southwest,12228
1556200005,"47.6092,-122.294",30th Avenue,805
8691310980,"47.5894,-121.98",Southeast 22nd Way,26929
1561600095,"47.5887,-122.201",Southeast 24th Place,10561
3025300250,"47.6232,-122.236",Northeast 14th Street,7744
5297200089,"47.5554,-122.274",South Dawson Street,4710
3303860630,"47.3689,-122.057",Southeast 260th Street,21236
6430500086,"47.6878,-122.35",Fremont Avenue North,8105
4025300285,"47.7487,-122.303",Northeast 165th Street,2354
923049400,"47.4969,-122.3",26th Avenue South,11819
5466300130,"47.3793,-122.146",145th Lane Southeast,24828
4136900250,"47.2608,-122.209",Quincy Avenue Southeast,5314
7635800313,"47.4698,-122.36",Southwest 149th Street,2022
2938100005,"47.2027,-122.0",Garfield Street,1259
796000235,"47.5024,-122.333",1st Avenue South,11222
8682280170,"47.7037,-122.016",242nd Place Northeast,11899
7504110780,"47.6318,-122.039",225th Place Northeast,2500
1445500010,"47.6441,-122.154",Northeast 37th Place,13966
7574910420,"47.7402,-122.035",227th Avenue Northeast,NA
2115720130,"47.3202,-122.395",48th Place Southwest,31415
3586500630,"47.7542,-122.372",12th Avenue Northwest,17352
9475960050,"47.4812,-122.123",Southeast 135th Place,16307
7527000020,"47.6569,-122.088",Northeast 55th Street,18718
3668000500,"47.2762,-122.148",36th Street Southeast,6115
1549500585,"47.7586,-121.911",Northeast 183rd Street,NA
8898700680,"47.4605,-122.206",Wells Court,2104
6163901061,"47.7538,-122.322",8th Avenue Northeast,17057
7855600080,"47.5706,-122.16",Southeast 42nd Place,13560
4024100807,"47.7544,-122.303",24th Lane Northeast,17600
5037300130,"47.6339,-122.392",Thorndyke Avenue West,1551
3528900086,"47.6421,-122.35",Halladay Street,365
1552520010,"47.75,-122.176",Northeast 169th Street,12231
5113400168,"47.6435,-122.373",West Bothwell Street,1223
9346900170,"47.562,-122.139",Southeast 46th Place,15009
3999300080,"47.5849,-122.113",171st Avenue Southeast,2885
472000895,"47.6852,-122.4",34th Avenue Northwest,7708
687600010,"47.6378,-122.185",Northeast 30th Place,11653
1130000005,"47.6349,-122.318",East Blaine Street,1067
7397300170,"47.6395,-122.234",80th Avenue Northeast,NA
1077100020,"47.7712,-122.339",North 196th Place,1656
7856570190,"47.5559,-122.149",Southeast 52nd Place,14398
5104510010,"47.3541,-122.015",245th Avenue Southeast,27619
2895550050,"47.3299,-122.269",South 303rd Place,5141
4142450480,"47.3842,-122.042",Southeast 243rd Street,22412
5559200020,"47.3219,-122.341",Southwest 312th Street,525
5381000352,"47.4486,-122.288",South 173rd Street,3430
2474300050,"47.6466,-122.119",Northeast 40th Court,16600
7787110680,"47.4845,-121.775",Southeast 10th Street,862
1788700185,"47.3274,-122.346",8th Avenue Southwest,30602
2887950020,"47.3191,-122.177",Southeast 315th Place,12307
8835210480,"47.7245,-122.163",Northeast 138th Place,13215
844000225,"47.311,-122.003",4th Avenue,32408
1771000430,"47.7427,-122.072",Northeast 158th Street,19860
8078430480,"47.6347,-122.026",Northeast 27th Street,23496
8001450170,"47.3207,-122.275",47th Avenue South,31308
8924100430,"47.6778,-122.267",57th Avenue Northeast,6644
7418700050,"47.7758,-122.301",Northeast 203rd Street,2674
3630020430,"47.5468,-121.998",NA,NA
1972200725,"47.6539,-122.352",Dayton Avenue North,3672
267000170,"47.6252,-122.104",177th Avenue Northeast,1707
8961980290,"47.6067,-122.017",241st Place Southeast,169
1551500130,"47.4787,-122.302",24th Avenue South,13904
5557800010,"47.3208,-122.337",Southwest 313th Street,157
3776300010,"47.6387,-122.396",30th Avenue West,2219
2473000680,"47.4525,-122.149",Southeast 169th Street,14328
7984400005,"47.3256,-122.298",South 309th Street,2628
9238430680,"47.775,-122.125",Northeast 203rd Place,16097
3211000170,"47.481,-122.163",Vashon Avenue Southeast,251
7338220280,"47.3363,-122.213",32nd Place Northeast,1413
8073000480,"47.5121,-122.248",Rainier Avenue South,9968
7525530670,"47.56,-122.04",Southeast 47th Place,22508
191100275,"47.5641,-122.221",88th Avenue Southeast,4582
1214000050,"47.4593,-122.343",6th Avenue Southwest,16011
6852700279,"47.6226,-122.319",Federal Avenue East,419
5423600080,"47.6791,-122.113",170th Court Northeast,8511
6661200050,"47.3839,-122.038",Southeast 242nd Place,22775
6146600170,"47.3881,-122.234",2nd Avenue North,748 1/2
366000095,"47.6038,-122.294",30th Avenue,209
2895550280,"47.3303,-122.269",South 303rd Place,5146
293760050,"47.5566,-122.026",Southeast 52nd Street,23798
7298040500,"47.3019,-122.341",Southwest 335th Street,509
7802900224,"47.5265,-121.835",Southeast 82nd Place,NA
3904910010,"47.5684,-122.018",243rd Avenue Southeast,4231
8121100255,"47.5689,-122.284",39th Avenue South,3827
5700004040,"47.5744,-122.283",Sierra Drive South,3216
3528000290,"47.6662,-122.057",Northeast 69th Court,21306
9268200050,"47.6964,-122.362",4th Avenue Northwest,9208
6132600221,"47.701,-122.39",Northwest North Beach Drive,2632
3303980470,"47.5211,-122.151",Southeast 90th Street,14131
1450000050,"47.2881,-122.22",23rd Street Southeast,701
6788200605,"47.6408,-122.307",East Calhoun Street,1903
2214800170,"47.3385,-122.256",South 294th Street,6129
7116000225,"47.3015,-122.216",K Street Southeast,702
2767600635,"47.6758,-122.375",Northwest 65th Street,1427
1644500050,"47.5156,-122.204",North 27th Place,1167
2579500101,"47.5359,-122.213",East Mercer Way,7448
3876311650,"47.7316,-122.169",NA,NA
7984400050,"47.3253,-122.298",28th Avenue South,30903
7852170130,"47.5414,-121.864",Crest View Loop Southeast,6600
9358000780,"47.5674,-122.367",Longfellow Creek Legacy Trail,NA
2663000345,"47.6272,-122.318",11th Avenue East,910
4338800500,"47.4779,-122.342",Southwest 139th Street,603
5101407350,"47.7034,-122.307",20th Avenue Northeast,10311
3512100050,"47.3736,-122.188",115th Avenue Southeast,25404
6633900050,"47.6954,-122.199",Northeast 107th Place,10622
4083301950,"47.6558,-122.334",North 40th Street,1920
7202350010,"47.6807,-122.031",233rd Place Northeast,8770
4168100130,"47.3196,-122.351",12th Avenue Southwest,31450
8155850010,"47.6193,-122.014",Northeast 10th Street,NA
7955030010,"47.7514,-122.108",174th Avenue Northeast,NA
4136870020,"47.2631,-122.212",Nathan Avenue Southeast,5017
1446401190,"47.4862,-122.33",3rd Avenue South,13013
9323600380,"47.5533,-122.156",Southeast 55th Place,NA
3262300920,"47.6335,-122.236",78th Avenue Northeast,2511
6332000130,"47.5463,-122.381",38th Avenue Southwest,6313
9150100020,"47.3006,-122.223",8th Street Southeast,414
2770604081,"47.6425,-122.374",13th Avenue West,2561 1/2
6329000050,"47.5007,-122.382",Arroyo Beach Place Southwest,11431
2125400010,"47.7273,-122.211",97th Avenue Northeast,14033
3876313260,"47.7362,-122.172",Libman Lane,NA
5101400561,"47.691,-122.303",Northeast 86th Street,2327
9533100080,"47.6296,-122.205",102nd Avenue Northeast,2198
9561100080,"47.7583,-122.343",Stone Avenue North,17848
5101402618,"47.6956,-122.311",Northeast 92nd Street,1525
4027700009,"47.7735,-122.281",Northeast 201st Place,NA
9544200277,"47.6526,-122.191",112th Avenue Northeast,4731
8731960050,"47.3099,-122.384",Southwest 327th Street,4028
1393800005,"47.5467,-122.377",35th Avenue Southwest,6055
3896100130,"47.6938,-122.215",10th Place West,1806
7785000130,"47.5755,-122.218",Gallagher Hill Road,3896
2968800825,"47.4569,-122.354",15th Avenue Southwest,16239
7199330480,"47.6984,-122.132",Redmond-Woodinville Road Northeast,NA
5458800415,"47.5748,-122.237",Southeast 40th Street,7646
8929000250,"47.5513,-121.998",25th Avenue Northeast,2498
7893206305,"47.4222,-122.331",South 201st Street,317
7956300020,"47.2878,-122.358",19th Avenue Southwest,35014
240000130,"47.426,-122.285",39th Avenue South,19701
1370803730,"47.6409,-122.401",34th Avenue West,2445
4299000130,"47.3666,-122.128",Southeast 262nd Place,15921
1233100351,"47.6755,-122.177",Northeast 80th Street,12228
2652500225,"47.642,-122.36",2nd Avenue West,2517
3224069026,"47.5278,-122.063",Renton Issaquah Road Southeast,8259
2592400250,"47.7152,-122.168",Northeast 128th Place,12927
4364700595,"47.525,-122.371",30th Avenue Southwest,8650
8562750660,"47.5401,-122.07",Northwest Surprise Creek Lane,NA
7231600098,"47.4671,-122.212",Shattuck Avenue South,1406
8635750980,"47.6038,-122.02",240th Avenue Southeast,577
5652600605,"47.6955,-122.295",Northeast 92nd Street,3021
2141310020,"47.5582,-122.136",Southeast 49th Street,15227
7852160080,"47.536,-121.858",Southeast Saint Andrews Lane,7277
3649100346,"47.7391,-122.241",75th Avenue Northeast,15315
7852010840,"47.5354,-121.869",Southeast Oneil Street,35399
823059145,"47.5029,-122.188",Camas Avenue Northeast,1170
9238430660,"47.775,-122.124",Northeast 203rd Place,16177
6329000190,"47.4996,-122.378",Marine View Drive Southwest,11449
8818900250,"47.6633,-122.324",4th Avenue Northeast,4700
1250200415,"47.5999,-122.3",25th Avenue South,323
3303951150,"47.381,-122.033",231st Avenue Southeast,24613
3083000048,"47.5754,-122.305",21st Avenue South,3118
1102000095,"47.5434,-122.27",51st Avenue South,6527
3426049153,"47.6968,-122.279",Northeast 94th Street,4522
7625700020,"47.5551,-122.382",Fauntleroy Way Southwest,5219
586000020,"47.6992,-122.385",Northwest 96th Street,2144
8724300010,"47.732,-121.982",267th Court Northeast,14419
2741100741,"47.5585,-122.317",12th Avenue South,4902
3425059173,"47.6033,-122.155",Southeast 7th Street,13835
715010130,"47.5382,-122.114",170th Avenue Southeast,6999
7504100920,"47.6319,-122.041",Northeast 25th Way,22371
5104520460,"47.3507,-122.007",Maple Ridge Way Southeast,28035
1257200020,"47.6757,-122.327",Northeast 65th Street,201
4452300130,"47.6561,-122.341",North Lucas Place,1330
8651520420,"47.6457,-122.058",Northeast 42nd Street,21192
6401700010,"47.5938,-122.315",Sturgus Avenue South,929
8857320130,"47.6104,-122.113",Northeast 2nd Place,17251
1102000759,"47.5405,-122.263",56th Avenue South,6902
6457000080,"47.4007,-122.198",Southeast 224th Place,10715
1126059022,"47.7532,-122.139",Northeast 173rd Street,15042
4340000010,"47.6224,-122.195",108th Avenue Northeast,1252
3052700460,"47.6781,-122.375",Alonzo Avenue Northwest,6710
567000020,"47.5955,-122.294",Yakima Avenue South,808
3575304017,"47.6172,-122.061",Northeast 8th Place,20920
7812801700,"47.4951,-122.248",South 120th Place,6815
5103300020,"47.4579,-122.068",205th Place Southeast,16209
9578080130,"47.6482,-122.358",Bertona Street,NA
3885803044,"47.6878,-122.212",14th Avenue West,539
9323600280,"47.5519,-122.156",138th Place Southeast,5701
7016100380,"47.7374,-122.183",119th Avenue Northeast,15009
3438500114,"47.5545,-122.356",17th Avenue Southwest,5243
2597800010,"47.5179,-122.387",California Avenue Southwest,9416
8018000020,"47.7721,-122.372",12th Avenue Northwest,19613
4055700167,"47.7153,-122.257",Holmes Point Drive Northeast,12948
1863900190,"47.3769,-122.237",4th Avenue South,530
522079027,"47.4164,-121.951",Southeast 208th Street,29448
7525530470,"47.5595,-122.04",Southeast 47th Place,22521
8858100020,"47.4585,-122.283",40th Place South,16037
6414100231,"47.7209,-122.318",10th Avenue Northeast,12622
6303400460,"47.5075,-122.358",18th Avenue Southwest,10637
9476200020,"47.4905,-122.191",Grandey Way Northeast,505
3575302938,"47.6214,-122.063",Northeast Inglewood Hill Road,20770
2695600190,"47.5314,-122.378",Southwest Monroe Street,3528
9433000470,"47.7103,-122.108",Northeast 123rd Street,NA
7140200250,"47.3693,-122.169",Southeast 259th Place,12920
3905090130,"47.5714,-121.991",Southeast 40th Street,26298
3335000050,"47.5565,-122.275",46th Avenue South,5014
4397650080,"47.5939,-122.15",NA,NA
1568100380,"47.7364,-122.295",31st Avenue Northeast,14788
8078570460,"47.4031,-122.172",126th Place Southeast,22227
6382000080,"47.296,-122.219",G Street Southeast,1310
7905380080,"47.72,-122.213",95th Avenue Northeast,13454
6600490250,"47.362,-122.309",19th Avenue South,26718
7200001756,"47.6855,-122.111",Northeast 95th Street,17129
4427100130,"47.7281,-122.311",16th Avenue Northeast,13552
5606000255,"47.6656,-122.271",Ivanhoe Place Northeast,5041
1402700170,"47.4386,-122.127",160th Place Southeast,18340
5366200460,"47.6078,-122.292",East Cherry Street,3111
1245500725,"47.6919,-122.21",Market Street,1904
9477201060,"47.7303,-122.192",112th Place Northeast,14265
4060000290,"47.5002,-122.247",70th Place South,11457
522059327,"47.4217,-122.197",108th Avenue Southeast,20119
686530020,"47.6658,-122.149",Northeast 67th Court,14200
5145100460,"47.726,-122.221",90th Avenue Northeast,14004
6329000380,"47.5015,-122.38",Marine View Drive Southwest,11260
8960200280,"47.4249,-122.178",122nd Place Southeast,19650
2867100007,"47.644,-122.369",9th Avenue West,2663
9542100005,"47.5919,-122.176",Southeast 21st Street,12250
1545807280,"47.3637,-122.057",214th Avenue Southeast,26528
3996900460,"47.7467,-122.3",Northeast 163rd Street,2658
217500005,"47.7368,-122.337",Wallingford Avenue North,14852
1513800080,"47.6892,-122.3",Northeast 83rd Street,2533
8691390460,"47.599,-121.973",Southeast 10th Street,1059
6633900170,"47.6953,-122.199",Northeast 107th Place,10621
205000050,"47.6303,-121.984",Northeast 24th Street,NA
8838900167,"47.5916,-122.148",144th Avenue Southeast,2202
7199330170,"47.6972,-122.129",Northeast 109th Street,15780
236500050,"47.4322,-122.291",33rd Avenue South,18936
2025049028,"47.6414,-122.329",Fairview Avenue East,2348
3298700305,"47.5226,-122.351",12th Avenue Southwest,9005
6145600780,"47.7038,-122.348",North 103rd Street,746
1332700010,"47.5184,-122.196",Kennewick Place Northeast,2956
2768300655,"47.6666,-122.367",Northwest 52nd Street,814
7224500010,"47.4906,-122.204",Wells Avenue North,506
4037000185,"47.6028,-122.12",Southeast 9th Street,16458
7614100020,"47.3553,-122.149",Southeast 274th Court,14407
1423400225,"47.4565,-122.181",120th Avenue Southeast,16321
5419000050,"47.3373,-122.266",54th Court South,29550
5151200290,"47.7295,-122.359",2nd Avenue Northwest,13730
4060000170,"47.5003,-122.248",69th Place South,11456
1568100290,"47.7348,-122.295",31st Avenue Northeast,14558
4137010010,"47.261,-122.219",Mill Pond Drive Southeast,5302
2581900284,"47.5402,-122.215",93rd Avenue Southeast,6968
1222069136,"47.4032,-121.982",270th Avenue Southeast,22121
7625701795,"47.5511,-122.391",46th Avenue Southwest,5632
1771100440,"47.7566,-122.073",197th Place Northeast,17600
3211200290,"47.7314,-122.237",Northeast 143rd Street,7725
4154302045,"47.5643,-122.275",South Genesee Street,4614
4036801315,"47.6041,-122.126",Southeast 7th Street,16006
9185700414,"47.6279,-122.287",36th Avenue East,1015
1221000562,"47.4648,-122.335",Southwest 154th Street,127
1890000250,"47.6624,-122.325",Latona Avenue Northeast,4532
7436400020,"47.6729,-122.166",131st Avenue Northeast,7709
3303850290,"47.5417,-122.111",170th Place Southeast,6740
2025059026,"47.6323,-122.192",Northeast 24th Street,NA
3751600430,"47.2949,-122.269",South 342nd Street,5217
7856640460,"47.5689,-122.156",Southeast 43rd Street,13869
9510920050,"47.595,-122.016",242nd Avenue Southeast,1612
8651720020,"47.7284,-122.216",Northeast 142nd Street,9311
2114700500,"47.5335,-122.348",Southwest Portland Street,918
7950303530,"47.5631,-122.285",38th Avenue South,4431
8910500471,"47.709,-122.363",Northwest Puget Drive,420
9550204450,"47.6662,-122.326",Latona Avenue Northeast,5115
4024101990,"47.7598,-122.303",28th Avenue Northeast,17927
5595900345,"47.2046,-121.996",Lafromboise Street,1449
1782500095,"47.5265,-122.379",37th Avenue Southwest,8560
8887001192,"47.5026,-122.465",103rd Avenue Southwest,11502
4006000307,"47.5313,-122.28",South Kenyon Street,4213
5605000440,"47.6453,-122.302",24th Avenue East,2767
2591840050,"47.4395,-122.163",133rd Avenue Southeast,18210
1442300005,"47.7601,-122.351",Fremont Avenue North,18080
3343901440,"47.5157,-122.191",Northeast 27th Street,2101
9406590250,"47.3844,-122.036",229th Avenue Southeast,24234
